Impulso;Empuxo max (N);Empuxo medio (N);Pontos amostrais;Duração (s);Classe;Curva
1.804;0.5297;0.3753;52;4.807;A0.4 - 4.8;(0.7091799174337238 * t) + (-0.5373524028714477 * t**2) + (0.1989632602206347 * t**3) + (-0.0322097763513847 * t**4) + (0.0016128053941616316 * t**5) + 0.03602717363027216
