Impulso;Empuxo max (N);Empuxo medio (N);Pontos amostrais;Duração (s);Classe;Curva
-0.1979344554252222;0.02943;-0.013150043544062065;162;15.052;1/4A-0.0 - 15.1;(-0.03954387085650568 * t) + (0.014422549925335032 * t**2) + (-0.002196826757937803 * t**3) + (0.0001508907764307894 * t**4) + (-3.766764417315469e-06 * t**5) + 0.004335475773196801
