Impulso;Empuxo max (N);Empuxo medio (N);Pontos amostrais;Duração (s);Classe;Curva
1.8893;0.5494;0.4098;51;4.61;A0.4 - 4.6;(0.6517541567111078 * t) + (-0.46875940864241633 * t**2) + (0.18072691756996864 * t**3) + (-0.03877083370745026 * t**4) + (0.0032732474727358812 * t**5) + 0.16680395776608642
