Impulso;Empuxo max (N);Empuxo medio (N);Pontos amostrais;Duração (s);Classe;Curva
2.9922;0.9123;0.635;51;4.712;B0.6 - 4.7;(1.2652881671009522 * t) + (-1.3610405638852243 * t**2) + (0.7819194084606023 * t**3) + (-0.19978572101477052 * t**4) + (0.017704601935442613 * t**5) + 0.11879662072712228
