Impulso;Empuxo max (N);Empuxo medio (N);Pontos amostrais;Duração (s);Classe;Curva
1.1573;0.5199;0.3509;36;3.298;1/2A0.4 - 3.3;(1.091906469452864 * t) + (-1.523943201614636 * t**2) + (0.8415162671818707 * t**3) + (-0.1945290769008881 * t**4) + (0.014888710377769364 * t**5) + 0.16105543301104328
