Impulso;Empuxo max (N);Empuxo medio (N);Pontos amostrais;Duração (s);Classe;Curva
9615.2877;3538.0746;1244.3753;74;7.727;M1244.4-7.7;(3056.5111398570134 * t) + (-373.3706408450075 * t**2) + (-262.17462678913745 * t**3) + (63.265319030373846 * t**4) + (-3.8406439351061885 * t**5) + -363.8122487622855
